,,,Documento: RSG - Registro do Sistema de Gestão,Anexos:,Página:
,,Saldo de Estoque por Depósito,0,      1
,Filial:,0001,LINEA BRASIL INDUSTRIA E COMERCIO DE MOVEIS LTDA,Considerando Fora de Linha e em Linha,Código:,RSG-7404-03
Produto,Derivação,Endereço,Qtde Estq,UM,Prc Unitario,Vlr.Estoque,Classificação
Deposito :,1,ALMOXARIFADO
Origem:,16,FERRAGENS/ACESSORIOS
160006,PARAFUSOS/PREGOS/GRAMPOS
,"     53.526,00000",E001,160006,160006001,"PARAFUSO 3,5X12 CABECA CHATA PHS REBAIXADO BICROMATIZADO - CORREDICA",,,R01 P13 A101,"     40.000,00000",UN,,,,,16,ALMOX
,"     28.256,00000",E001,160006
160006002,"PARAFUSO 3,5X14 CABECA CHATA PHS ZINCADO - SUPORTE PRATELEIRA METAL",,,R01 P13 A102,"     80.000,00000",UN,,,,,16,ALMOX
,"    207.093,00000-",E001,160006,160006003,"PARAFUSO 3,5X14 CABECA FLANGEADA PHS PRETO",,,R01 P15 A301,"     60.000,00000",UN,,,,,16,ALMOX
,"     14.430,00000",E001,160006,160006004,"PARAFUSO 3,5X22 CABECA FLANGEADA SEM PONTA  PHS ZINCADO - PUXADOR PORTA MADEIRA 15MM",,,R01 P15 A301,"     24.000,00000",UN,,,,,16,ALMOX
         2,"     36.000,00000",E001,160006,160006005,"PARAFUSO 3,5X35 CABECA CHATA PHS BICROMATIZADO",,,,"     24.000,00000",UN,,,FORA DE LINHA,,16,ALMOX
,"    344.054,00000",E001,160006,160006006,"PARAFUSO 3,5X40 CABECA CHATA PHS BICROMATIZADO",,,R01 P15 A201,"    185.000,00000",UN,,,,,16,ALMOX
         2,"    100.000,00000",E001,160006
160006007,"PARAFUSO 4,0X16 CABECA CHATA PHS BICROMATIZADO",,,,"     60.000,00000",UN,,,FORA DE LINHA,,16,ALMOX
,"  1.335.254,00000",E001,160006,160006008,"PARAFUSO 4,5X25 CABECA CHATA PHS BICROMATIZADO - DISPOSIVO TRAPEZIO",,,R01 P13 A201,"    446.000,00000",UN,,,,,16,ALMOX
,"    224.000,00000",E001,160006
160006010,"PARAFUSO 4,5X50 CABECA CHATA PHS BICROMATIZADO",,,R01 P13 A301,"     92.000,00000",UN,,,,,16,ALMOX
         0,"  3.307.596,00000",E001,160006,160006011,"PREGO 8X8 COM CABECA LISO - 18,50x1,30mm DIAMETRO CABECA 3,5MM",,,R01 P15 A101,"  1.284.500,00000",UN,,,,,16,ALMOX
,"    200.600,00000",E001,160006,160006015,"PARAFUSO 6,0X75 CABECA CHATA PHS BICROMATIZADO",,,R01 P15 A202,"     83.000,00000",UN,,,,,16,ALMOX
,"  4.240.000,00000",E001,160006,160006016,"PARAFUSO 3,5X12 CABECA FLANGEADA PHS BICROMATIZADO",,,R01 P15 A102,"  1.120.000,00000",UN,,,,,16,ALMOX
,"    500.000,00000",E001,160006,160006017,PINO F-30,,,R01 P15 A401,"    200.000,00000",UN,,,,,16,ALMOX
,"    416.000,00000",E001,160006
160006018,"PARAFUSO 4,5X22 CABECA CHATA - ZINCADO",,,R01 P13 A101,"    128.000,00000",UN,,,,,16,ALMOX
,"     15.000,00000",E001,160006,160006019,PARAFUSO M4 10MM CHATA PHS ZINCADO (DOBRADICA),,,,"      9.000,00000",UN,,,,,16,ALMOX
,"    100.000,00000",E001,160006
160006020,PINO UNIAO M4 12MM CHATA PHS ZINCADO (DOBRADICA),,,,"     40.000,00000",UN,,,,,16,ALMOX
,"    161.000,00000",E001,160006,160006021,"PARAFUSO 4,5X35 CABECA FLANGEADA PHS BICROMATIZADO",,,,"     49.000,00000",UN,,,,,16,ALMOX
,"     58.000,00000",E001,160006,160006022,PARAFUSO M4 12MM CHATA PHS BICROMATIZADO,,,,"     28.000,00000",UN,,,,,16,ALMOX
,"    100.000,00000",E001,160006,160006024,PINO F-20,,,,"    100.000,00000",UN,,,,,16,ALMOX
,"        380,00000",E001,160006,160006027,PARAFUSO FRANCES M10X30,,,,"        380,00000",UN,,,,,16,ALMOX
,"    336.000,00000",E001,160006
160006029,GRAMPO INMES MODELO HW - 12MM,,,,"    192.000,00000",UN,,,,,16,ALMOX
,"    400.000,00000",E001,160006,160006031,PINO F-12,,,,"    400.000,00000",UN,,,,,16,ALMOX
,"     63.000,00000",E001,160006
160006034,"PARAFUSO 3,5X25 CABECA FLANGEADA PRETO",,,,"     42.000,00000",UN,,,,,16,ALMOX
,"     40.000,00000",E001,160006,160006035,GRAMPO BOX 35/22,,,,"     40.000,00000",UN,,,,,16,ALMOX
,"     10.000,00000",E001,160006,160006037,PARAFUSO M4 40MM CABECA FLANGEADA PHS BICROMATIZADO - PUXADOR FIRENZE,,,,"     10.000,00000",UN,,,,,16,ALMOX
,"     44.200,00000",E001,160006,160006038,PARAFUSO ESTRUTURAL 7X40 CABECA ALLEN,,,,"     44.200,00000",UN,,,,,16,ALMOX
,"        156,00000",E001,160006,160006041,PARAFUSO CABEÇA SEXTAVADA 10 X 70  AÇO 8.8 ROSCA INTEIRA,,,,"        156,00000",UN,,,,,16,ALMOX
         2,"     20.000,00000",E001,160006
160006042,"PARAFUSO 3,5X30 CABECA FLANGEADA BICROMATIZADO",,,,"     10.000,00000",UN,,,FORA DE LINHA,,16,ALMOX
,"     15.000,00000",E001,160006,160006044,PARAFUSO M4 20MM CABECA CHATA PHILIPS,,,,"     15.000,00000",UN,,,,,16,ALMOX
,"     10.000,00000",E001,160006
160006046,PARAFUSO ESTRUTURAL 7X60 CABECA CHATA - PHILIPS,,,,"     10.000,00000",UN,,,,,16,ALMOX
,"      5.600,00000",E001,160006,160006048,PARAFUSO M4 35MM CABECA CHATA PHILIPS,,,,"      5.600,00000",UN,,,,,16,ALMOX
